ID,prediction
2019 X 7 X C1413 X AS27000,33.556213
2019 X 7 X C1413 X AS27132,2.5859172
2019 X 7 X C1413 X AS27133,23.488455
2019 X 7 X C1413 X AS27134,11.1586275
2019 X 7 X C1413 X AS27137,0.9313319
2019 X 7 X C1413 X AS27138,-0.97668755
2019 X 7 X C1413 X AS27139,-1.7016565
2019 X 7 X C1413 X AS42018,-1.2400327
2019 X 7 X C1413 X AS46000,-0.57509565
2019 X 7 X C1679 X AS17005,-0.5733359
2019 X 7 X C1679 X AS27000,29.938725
2019 X 7 X C1679 X AS27132,1.4545381
2019 X 7 X C1679 X AS27133,9.092716
2019 X 7 X C1679 X AS27134,2.7086484
2019 X 7 X C1679 X AS27137,-0.29253754
2019 X 7 X C1679 X AS27138,-1.2462672
2019 X 7 X C1679 X AS27139,-1.4421012
2019 X 7 X C1679 X AS42018,-1.1687275
2019 X 7 X C1679 X AS46000,-0.7974682
2019 X 7 X C1681 X AS17005,-0.8762262
2019 X 7 X C1681 X AS27000,28.203213
2019 X 7 X C1681 X AS27132,2.2814143
2019 X 7 X C1681 X AS27133,15.598593
2019 X 7 X C1681 X AS27134,20.710218
2019 X 7 X C1681 X AS27137,2.5621948
2019 X 7 X C1681 X AS27138,-0.59011066
2019 X 7 X C1681 X AS27139,-3.071033
2019 X 7 X C1681 X AS42018,-1.6442688
2019 X 7 X C1681 X AS46000,0.11729005
2019 X 7 X C1701 X AS17005,0.1577155
2019 X 7 X C1701 X AS27000,31.191532
2019 X 7 X C1701 X AS27132,1.9430754
2019 X 7 X C1701 X AS27133,10.149851
2019 X 7 X C1701 X AS27134,1.936651
2019 X 7 X C1701 X AS27137,-0.79454887
2019 X 7 X C1701 X AS27138,-1.174303
2019 X 7 X C1701 X AS27139,-1.1523864
2019 X 7 X C1701 X AS42018,-0.9358171
2019 X 7 X C1701 X AS46000,-0.74740934
2019 X 7 X C1745 X AS17005,-1.3415972
2019 X 7 X C1745 X AS27000,27.44923
2019 X 7 X C1745 X AS27132,0.3204891
2019 X 7 X C1745 X AS27133,9.108005
2019 X 7 X C1745 X AS27134,2.8646934
2019 X 7 X C1745 X AS27137,-0.17831889
2019 X 7 X C1745 X AS27138,-1.4026799
2019 X 7 X C1745 X AS27139,-1.6984788
2019 X 7 X C1745 X AS42018,-1.113654
2019 X 7 X C1745 X AS46000,-0.4535401
2019 X 7 X C2002 X AS17005,-0.85081977
2019 X 7 X C2002 X AS27000,27.719872
2019 X 7 X C2002 X AS27132,-0.08160165
2019 X 7 X C2002 X AS27133,7.8840632
2019 X 7 X C2002 X AS27134,13.271154
2019 X 7 X C2002 X AS27137,1.7797401
2019 X 7 X C2002 X AS27138,-1.1814436
2019 X 7 X C2002 X AS27139,-2.6979923
2019 X 7 X C2002 X AS42018,-1.974594
2019 X 7 X C2002 X AS46000,-0.6963656
2019 X 7 X C2003 X AS17005,-0.3321012
2019 X 7 X C2003 X AS27000,29.648228
2019 X 7 X C2003 X AS27132,2.8913574
2019 X 7 X C2003 X AS27133,14.6822815
2019 X 7 X C2003 X AS27134,5.6389256
2019 X 7 X C2003 X AS27137,-0.35100675
2019 X 7 X C2003 X AS27138,-1.5034326
2019 X 7 X C2003 X AS27139,-1.4554305
2019 X 7 X C2003 X AS42018,-0.9143511
2019 X 7 X C2003 X AS46000,-0.55480766
2019 X 7 X C2004 X AS17005,-1.0063095
2019 X 7 X C2004 X AS27000,27.565256
2019 X 7 X C2004 X AS27132,3.8812428
2019 X 7 X C2004 X AS27133,25.908337
2019 X 7 X C2004 X AS27134,29.140348
2019 X 7 X C2004 X AS27137,3.7541938
2019 X 7 X C2004 X AS27138,0.43382183
2019 X 7 X C2004 X AS27139,-3.1389923
2019 X 7 X C2004 X AS42018,-1.1526383
2019 X 7 X C2004 X AS46000,0.75054514
2019 X 7 X C2005 X AS17005,0.6180912
2019 X 7 X C2005 X AS27000,30.970303
2019 X 7 X C2005 X AS27132,19.208689
2019 X 7 X C2005 X AS27133,75.65364
2019 X 7 X C2005 X AS27134,74.95265
2019 X 7 X C2005 X AS27137,10.18808
2019 X 7 X C2005 X AS27138,10.18808
2019 X 7 X C2005 X AS27139,7.799039
2019 X 7 X C2005 X AS42018,-0.13583028
2019 X 7 X C2005 X AS46000,2.4745045
2019 X 7 X C2006 X AS17005,5.303433
2019 X 7 X C2006 X AS27000,41.675274
2019 X 7 X C2006 X AS27132,8.566802
2019 X 7 X C2006 X AS27133,52.038223
2019 X 7 X C2006 X AS27134,57.30988
2019 X 7 X C2006 X AS27137,20.98721
2019 X 7 X C2006 X AS27138,6.571059
2019 X 7 X C2006 X AS27139,3.1599007
2019 X 7 X C2006 X AS42018,-1.5054853
2019 X 7 X C2006 X AS46000,-0.086969554
2019 X 7 X C2007 X AS17005,1.1187942
2019 X 7 X C2007 X AS27000,33.40112
2019 X 7 X C2007 X AS27132,3.6352208
2019 X 7 X C2007 X AS27133,21.089756
2019 X 7 X C2007 X AS27134,5.8312345
2019 X 7 X C2007 X AS27137,-1.3038948
2019 X 7 X C2007 X AS27138,-2.362835
2019 X 7 X C2007 X AS27139,-0.9768951
2019 X 7 X C2007 X AS42018,-0.20077461
2019 X 7 X C2007 X AS46000,-0.3600777
2019 X 7 X C2008 X AS17005,-1.4610703
2019 X 7 X C2008 X AS27000,25.531715
2019 X 7 X C2008 X AS27132,0.31253663
2019 X 7 X C2008 X AS27133,8.677716
2019 X 7 X C2008 X AS27134,3.1629078
2019 X 7 X C2008 X AS27137,0.0024872124
2019 X 7 X C2008 X AS27138,-1.463321
2019 X 7 X C2008 X AS27139,-1.5319265
2019 X 7 X C2008 X AS42018,-0.8956041
2019 X 7 X C2008 X AS46000,-0.26011688
2019 X 7 X C2009 X AS17005,-0.8386549
2019 X 7 X C2009 X AS27000,26.324284
2019 X 7 X C2009 X AS27132,-0.14773849
2019 X 7 X C2009 X AS27133,9.100498
2019 X 7 X C2009 X AS27134,8.761743
2019 X 7 X C2009 X AS27137,1.0180215
2019 X 7 X C2009 X AS27138,-1.1872452
2019 X 7 X C2009 X AS27139,-2.1242814
2019 X 7 X C2009 X AS42018,-1.5782123
2019 X 7 X C2009 X AS46000,-0.6197343
2019 X 7 X C2010 X AS17005,-0.46657482
2019 X 7 X C2010 X AS27000,27.364277
2019 X 7 X C2010 X AS27132,2.421845
2019 X 7 X C2010 X AS27133,13.751464
2019 X 7 X C2010 X AS27134,14.83883
2019 X 7 X C2010 X AS27137,1.8321702
2019 X 7 X C2010 X AS27138,-0.89485574
2019 X 7 X C2010 X AS27139,-2.2591002
2019 X 7 X C2010 X AS42018,-1.619086
2019 X 7 X C2010 X AS46000,-0.7150442
2019 X 7 X C2011 X AS17005,0.23856479
2019 X 7 X C2011 X AS27000,27.271729
2019 X 7 X C2011 X AS27132,3.535181
2019 X 7 X C2011 X AS27133,16.74814
2019 X 7 X C2011 X AS27134,26.639599
2019 X 7 X C2011 X AS27137,6.7060165
2019 X 7 X C2011 X AS27138,0.88381416
2019 X 7 X C2011 X AS27139,-2.1912084
2019 X 7 X C2011 X AS42018,-1.5979773
2019 X 7 X C2011 X AS46000,0.053736985
2019 X 7 X C2015 X AS17005,0.37754372
2019 X 7 X C2015 X AS27000,28.76639
2019 X 7 X C2015 X AS27132,3.0730681
2019 X 7 X C2015 X AS27133,12.560759
2019 X 7 X C2015 X AS27134,2.314725
2019 X 7 X C2015 X AS27137,-0.69901454
2019 X 7 X C2015 X AS27138,-1.3534796
2019 X 7 X C2015 X AS27139,-1.1207874
2019 X 7 X C2015 X AS42018,-0.7432822
2019 X 7 X C2015 X AS46000,-0.6589471
2019 X 7 X C2016 X AS17005,-1.387846
2019 X 7 X C2016 X AS27000,25.070969
2019 X 7 X C2016 X AS27132,1.3138871
2019 X 7 X C2016 X AS27133,15.014463
2019 X 7 X C2016 X AS27134,15.757956
2019 X 7 X C2016 X AS27137,1.7262646
2019 X 7 X C2016 X AS27138,-1.8028427
2019 X 7 X C2016 X AS27139,-2.8193443
2019 X 7 X C2016 X AS42018,-1.2179036
2019 X 7 X C2016 X AS46000,0.22480908
2019 X 7 X C2017 X AS17005,0.0433681
2019 X 7 X C2017 X AS27000,27.075825
2019 X 7 X C2017 X AS27132,0.9590187
2019 X 7 X C2017 X AS27133,8.695861
2019 X 7 X C2017 X AS27134,3.2922027
2019 X 7 X C2017 X AS27137,0.023064852
2019 X 7 X C2017 X AS27138,-1.2240239
2019 X 7 X C2017 X AS27139,-1.4422147
2019 X 7 X C2017 X AS42018,-1.1598496
2019 X 7 X C2017 X AS46000,-0.752671
2019 X 7 X C2041 X AS17005,-1.0008957
2019 X 7 X C2041 X AS27000,25.449234
2019 X 7 X C2041 X AS27132,1.3660703
2019 X 7 X C2041 X AS27133,12.069963
2019 X 7 X C2041 X AS27134,8.520513
2019 X 7 X C2041 X AS27137,0.4414629
2019 X 7 X C2041 X AS27138,-1.4060113
2019 X 7 X C2041 X AS27139,-1.7772295
2019 X 7 X C2041 X AS42018,-1.1587617
2019 X 7 X C2041 X AS46000,-0.52276844
2019 X 7 X C2047 X AS17005,-0.7105896
2019 X 7 X C2047 X AS27000,25.816725
2019 X 7 X C2047 X AS27132,0.7483951
2019 X 7 X C2047 X AS27133,10.587797
2019 X 7 X C2047 X AS27134,4.941555
2019 X 7 X C2047 X AS27137,0.084380955
2019 X 7 X C2047 X AS27138,-1.4676685
2019 X 7 X C2047 X AS27139,-1.638278
2019 X 7 X C2047 X AS42018,-1.0304744
2019 X 7 X C2047 X AS46000,-0.45782492
2019 X 7 X C2049 X AS17005,-0.75899327
2019 X 7 X C2049 X AS27000,25.094652
2019 X 7 X C2049 X AS27132,0.5718577
2019 X 7 X C2049 X AS27133,9.517985
2019 X 7 X C2049 X AS27134,2.6701984
2019 X 7 X C2049 X AS27137,-0.32317266
2019 X 7 X C2049 X AS27138,-1.1576835
2019 X 7 X C2049 X AS27139,-1.289855
2019 X 7 X C2049 X AS42018,-0.94138294
2019 X 7 X C2049 X AS46000,-0.43036902
2019 X 7 X C2050 X AS17005,-0.87997186
2019 X 7 X C2050 X AS27000,24.427439
2019 X 7 X C2050 X AS27132,0.50017995
2019 X 7 X C2050 X AS27133,8.676574
2019 X 7 X C2050 X AS27134,2.8262498
2019 X 7 X C2050 X AS27137,-0.17886445
2019 X 7 X C2050 X AS27138,-1.1623602
2019 X 7 X C2050 X AS27139,-1.3856936
2019 X 7 X C2050 X AS42018,-1.0025945
2019 X 7 X C2050 X AS46000,-0.44594327
2019 X 7 X C2051 X AS17005,1.2130604
2019 X 7 X C2051 X AS27000,22.066057
2019 X 7 X C2051 X AS27132,3.749348
2019 X 7 X C2051 X AS27133,12.433571
2019 X 7 X C2051 X AS27134,2.0515623
2019 X 7 X C2051 X AS27137,-0.32470715
2019 X 7 X C2051 X AS27138,-1.032223
2019 X 7 X C2051 X AS27139,-0.6732323
2019 X 7 X C2051 X AS42018,-0.34513432
2019 X 7 X C2051 X AS46000,-0.27771968
2019 X 7 X C2052 X AS17005,-1.0096875
2019 X 7 X C2052 X AS27000,23.714489
2019 X 7 X C2052 X AS27132,0.6673591
2019 X 7 X C2052 X AS27133,7.281087
2019 X 7 X C2052 X AS27134,2.5857418
2019 X 7 X C2052 X AS27137,-0.24485484
2019 X 7 X C2052 X AS27138,-1.1514152
2019 X 7 X C2052 X AS27139,-1.3963425
2019 X 7 X C2052 X AS42018,-1.0007614
2019 X 7 X C2052 X AS46000,-0.4314207
2019 X 7 X C2053 X AS17005,-0.90752435
2019 X 7 X C2053 X AS27000,23.734634
2019 X 7 X C2053 X AS27132,0.49784
2019 X 7 X C2053 X AS27133,7.579012
2019 X 7 X C2053 X AS27134,4.617877
2019 X 7 X C2053 X AS27137,0.52413714
2019 X 7 X C2053 X AS27138,-1.2135642
2019 X 7 X C2053 X AS27139,-1.7502347
2019 X 7 X C2053 X AS42018,-1.3080074
2019 X 7 X C2053 X AS46000,-0.6343011
2019 X 7 X C2055 X AS17005,-0.7167026
2019 X 7 X C2055 X AS27000,24.478416
2019 X 7 X C2055 X AS27132,1.3694112
2019 X 7 X C2055 X AS27133,11.517571
2019 X 7 X C2055 X AS27134,5.487329
2019 X 7 X C2055 X AS27137,0.0289236
2019 X 7 X C2055 X AS27138,-1.4672799
2019 X 7 X C2055 X AS27139,-1.5589647
2019 X 7 X C2055 X AS42018,-0.8094995
2019 X 7 X C2055 X AS46000,-0.3609556
2019 X 7 X C2056 X AS17005,-0.72471464
2019 X 7 X C2056 X AS27000,23.836569
2019 X 7 X C2056 X AS27132,5.165451
2019 X 7 X C2056 X AS27133,27.90095
2019 X 7 X C2056 X AS27134,26.201614
2019 X 7 X C2056 X AS27137,3.470571
2019 X 7 X C2056 X AS27138,0.606055
2019 X 7 X C2056 X AS27139,-2.2695923
2019 X 7 X C2056 X AS42018,-1.1814154
2019 X 7 X C2056 X AS46000,0.18884066
2019 X 7 X C2057 X AS17005,0.1347794
2019 X 7 X C2057 X AS27000,26.424726
2019 X 7 X C2057 X AS27132,1.4258671
2019 X 7 X C2057 X AS27133,14.6832905
2019 X 7 X C2057 X AS27134,16.525434
2019 X 7 X C2057 X AS27137,1.9255675
2019 X 7 X C2057 X AS27138,-1.043942
2019 X 7 X C2057 X AS27139,-2.6483727
2019 X 7 X C2057 X AS42018,-1.4193583
2019 X 7 X C2057 X AS46000,-0.05082491
2019 X 7 X C2059 X AS17005,-0.07075721
2019 X 7 X C2059 X AS27000,25.032026
2019 X 7 X C2059 X AS27132,1.8459752
2019 X 7 X C2059 X AS27133,7.683116
2019 X 7 X C2059 X AS27134,2.715351
2019 X 7 X C2059 X AS27137,-0.3946967
2019 X 7 X C2059 X AS27138,-1.0782907
2019 X 7 X C2059 X AS27139,-0.9426503
2019 X 7 X C2059 X AS42018,-0.8010337
2019 X 7 X C2059 X AS46000,-0.7771754
2019 X 7 X C2060 X AS17005,-1.3771158
2019 X 7 X C2060 X AS27000,22.833868
2019 X 7 X C2060 X AS27132,1.4565513
2019 X 7 X C2060 X AS27133,14.737505
2019 X 7 X C2060 X AS27134,14.471377
2019 X 7 X C2060 X AS27137,1.3597392
2019 X 7 X C2060 X AS27138,-1.9205415
2019 X 7 X C2060 X AS27139,-2.3520653
2019 X 7 X C2060 X AS42018,-0.7451426
2019 X 7 X C2060 X AS46000,0.2546693
2019 X 7 X C2061 X AS17005,0.14733213
2019 X 7 X C2061 X AS27000,23.577106
2019 X 7 X C2061 X AS27132,1.0797367
2019 X 7 X C2061 X AS27133,9.465345
2019 X 7 X C2061 X AS27134,3.6502187
2019 X 7 X C2061 X AS27137,0.051579684
2019 X 7 X C2061 X AS27138,-1.1800467
2019 X 7 X C2061 X AS27139,-1.2846835
2019 X 7 X C2061 X AS42018,-0.89998305
2019 X 7 X C2061 X AS46000,-0.57031274
2019 X 7 X C2062 X AS17005,-0.89244175
2019 X 7 X C2062 X AS27000,22.919655
2019 X 7 X C2062 X AS27132,0.9829615
2019 X 7 X C2062 X AS27133,9.990206
2019 X 7 X C2062 X AS27134,5.447122
2019 X 7 X C2062 X AS27137,0.2532724
2019 X 7 X C2062 X AS27138,-1.4765391
2019 X 7 X C2062 X AS27139,-1.6880118
2019 X 7 X C2062 X AS42018,-0.86455697
2019 X 7 X C2062 X AS46000,-0.37141782
2019 X 7 X C2063 X AS17005,-0.66159207
2019 X 7 X C2063 X AS27000,22.798788
2019 X 7 X C2063 X AS27132,1.2513382
2019 X 7 X C2063 X AS27133,12.103642
2019 X 7 X C2063 X AS27134,9.5372715
2019 X 7 X C2063 X AS27137,0.7800939
2019 X 7 X C2063 X AS27138,-1.3617122
2019 X 7 X C2063 X AS27139,-1.4659225
2019 X 7 X C2063 X AS42018,-0.96076083
2019 X 7 X C2063 X AS46000,-0.54799545
2019 X 7 X C2064 X AS17005,-0.79672146
2019 X 7 X C2064 X AS27000,23.245777
2019 X 7 X C2064 X AS27132,9.4338875
2019 X 7 X C2064 X AS27133,43.509457
2019 X 7 X C2064 X AS27134,53.37422
2019 X 7 X C2064 X AS27137,10.18808
2019 X 7 X C2064 X AS27138,6.605968
2019 X 7 X C2064 X AS27139,1.1125041
2019 X 7 X C2064 X AS42018,-1.4689841
2019 X 7 X C2064 X AS46000,1.7918422
2019 X 7 X C2065 X AS17005,2.387766
2019 X 7 X C2065 X AS27000,29.560524
2019 X 7 X C2065 X AS27132,3.115991
2019 X 7 X C2065 X AS27133,19.861834
2019 X 7 X C2065 X AS27134,8.865723
2019 X 7 X C2065 X AS27137,0.10878235
2019 X 7 X C2065 X AS27138,-1.2994539
2019 X 7 X C2065 X AS27139,-1.2274494
2019 X 7 X C2065 X AS42018,-0.72473073
2019 X 7 X C2065 X AS46000,-0.6413975
2019 X 7 X C2066 X AS17005,0.84907925
2019 X 7 X C2066 X AS27000,20.364609
2019 X 7 X C2066 X AS27132,3.1846368
2019 X 7 X C2066 X AS27133,8.590344
2019 X 7 X C2066 X AS27134,1.3307182
2019 X 7 X C2066 X AS27137,-0.99343574
2019 X 7 X C2066 X AS27138,-0.23256442
2019 X 7 X C2066 X AS27139,0.17905918
2019 X 7 X C2066 X AS42018,0.22086221
2019 X 7 X C2066 X AS46000,-0.49700555
2019 X 7 X C2068 X AS17005,-1.9464976
2019 X 7 X C2068 X AS27000,20.5964
2019 X 7 X C2068 X AS27132,0.26088935
2019 X 7 X C2068 X AS27133,16.47365
2019 X 7 X C2068 X AS27134,15.694961
2019 X 7 X C2068 X AS27137,1.852558
2019 X 7 X C2068 X AS27138,-1.912841
2019 X 7 X C2068 X AS27139,-2.677549
2019 X 7 X C2068 X AS42018,-0.8279698
2019 X 7 X C2068 X AS46000,0.62602115
2019 X 7 X C2069 X AS17005,0.29583585
2019 X 7 X C2069 X AS27000,22.820919
2019 X 7 X C2069 X AS27132,9.530369
2019 X 7 X C2069 X AS27133,40.995197
2019 X 7 X C2069 X AS27134,39.527042
2019 X 7 X C2069 X AS27137,6.738849
2019 X 7 X C2069 X AS27138,2.8446388
2019 X 7 X C2069 X AS27139,-2.4656248
2019 X 7 X C2069 X AS42018,-0.18667048
2019 X 7 X C2069 X AS46000,1.91593
2019 X 7 X C2070 X AS17005,1.4107982
2019 X 7 X C2070 X AS27000,24.759094
2019 X 7 X C2070 X AS27132,1.496527
2019 X 7 X C2070 X AS27133,6.5906677
2019 X 7 X C2070 X AS27134,3.1543713
2019 X 7 X C2070 X AS27137,0.03522733
2019 X 7 X C2070 X AS27138,-0.7890635
2019 X 7 X C2070 X AS27139,-0.98106325
2019 X 7 X C2070 X AS42018,-1.1694534
2019 X 7 X C2070 X AS46000,-1.1240406
2019 X 7 X C2071 X AS17005,-1.3064778
2019 X 7 X C2071 X AS27000,21.61602
2019 X 7 X C2071 X AS27132,1.2169356
2019 X 7 X C2071 X AS27133,7.9246693
2019 X 7 X C2071 X AS27134,2.766391
2019 X 7 X C2071 X AS27137,-0.44919974
2019 X 7 X C2071 X AS27138,-1.4497447
2019 X 7 X C2071 X AS27139,-0.53090036
2019 X 7 X C2071 X AS42018,-0.104679376
2019 X 7 X C2071 X AS46000,-0.09062353
2019 X 7 X C2127 X AS17005,-1.3049666
2019 X 7 X C2127 X AS27000,19.898426
2019 X 7 X C2127 X AS27132,0.5695201
2019 X 7 X C2127 X AS27133,5.8090305
2019 X 7 X C2127 X AS27134,13.628175
2019 X 7 X C2127 X AS27137,2.5849636
2019 X 7 X C2127 X AS27138,-0.46121255
2019 X 7 X C2127 X AS27139,-2.6310506
2019 X 7 X C2127 X AS42018,-2.17346
2019 X 7 X C2127 X AS46000,-0.6710831
2019 X 7 X C2131 X AS17005,-0.260726
2019 X 7 X C2131 X AS27000,23.513182
2019 X 7 X C2131 X AS27132,1.7926799
2019 X 7 X C2131 X AS27133,8.35323
2019 X 7 X C2131 X AS27134,2.4586453
2019 X 7 X C2131 X AS27137,-0.63283587
2019 X 7 X C2131 X AS27138,-1.0992521
2019 X 7 X C2131 X AS27139,-0.7052418
2019 X 7 X C2131 X AS42018,-0.56984603
2019 X 7 X C2131 X AS46000,-0.53362817
2019 X 7 X C2168 X AS17005,-1.2765789
2019 X 7 X C2168 X AS27000,20.153833
2019 X 7 X C2168 X AS27132,0.7911066
2019 X 7 X C2168 X AS27133,7.1654825
2019 X 7 X C2168 X AS27134,2.6912346
2019 X 7 X C2168 X AS27137,-0.23946601
2019 X 7 X C2168 X AS27138,-1.2039146
2019 X 7 X C2168 X AS27139,-1.2008746
2019 X 7 X C2168 X AS42018,-0.69416
2019 X 7 X C2168 X AS46000,-0.2293337
2019 X 7 X C2194 X AS17005,1.2188516
2019 X 7 X C2194 X AS27000,17.26259
2019 X 7 X C2194 X AS27132,1.5114793
2019 X 7 X C2194 X AS27133,6.005709
2019 X 7 X C2194 X AS27134,2.2707927
2019 X 7 X C2194 X AS27137,-0.10430199
2019 X 7 X C2194 X AS27138,-0.6731969
2019 X 7 X C2194 X AS27139,-0.6913501
2019 X 7 X C2194 X AS42018,-0.65040004
2019 X 7 X C2194 X AS46000,-0.5573335
2019 X 7 X C2214 X AS17005,-1.1395376
2019 X 7 X C2214 X AS27000,20.01139
2019 X 7 X C2214 X AS27132,0.6922264
2019 X 7 X C2214 X AS27133,9.794291
2019 X 7 X C2214 X AS27134,8.618108
2019 X 7 X C2214 X AS27137,0.6402379
2019 X 7 X C2214 X AS27138,-1.7782063
2019 X 7 X C2214 X AS27139,-1.9496857
2019 X 7 X C2214 X AS42018,-0.72973895
2019 X 7 X C2214 X AS46000,-0.06493628
2019 X 7 X C3001 X AS17005,-0.39495903
2019 X 7 X C3001 X AS27000,20.685486
2019 X 7 X C3001 X AS27132,0.7227279
2019 X 7 X C3001 X AS27133,13.247712
2019 X 7 X C3001 X AS27134,8.804176
2019 X 7 X C3001 X AS27137,0.51587486
2019 X 7 X C3001 X AS27138,-1.5832125
2019 X 7 X C3001 X AS27139,-1.5166516
2019 X 7 X C3001 X AS42018,-0.44059145
2019 X 7 X C3001 X AS46000,0.07759845
2019 X 7 X C3010 X AS17005,-0.27261168
2019 X 7 X C3010 X AS27000,20.291306
2019 X 7 X C3010 X AS27132,0.9436642
2019 X 7 X C3010 X AS27133,5.8603234
2019 X 7 X C3010 X AS27134,4.0144143
2019 X 7 X C3010 X AS27137,1.0897925
2019 X 7 X C3010 X AS27138,-0.9708859
2019 X 7 X C3010 X AS27139,-1.6930417
2019 X 7 X C3010 X AS42018,-1.468886
2019 X 7 X C3010 X AS46000,-0.803953
2019 X 7 X C3011 X AS17005,-0.83322585
2019 X 7 X C3011 X AS27000,20.704006
2019 X 7 X C3011 X AS27132,1.3978455
2019 X 7 X C3011 X AS27133,9.9748335
2019 X 7 X C3011 X AS27134,6.383629
2019 X 7 X C3011 X AS27137,0.14361218
2019 X 7 X C3011 X AS27138,-1.8539501
2019 X 7 X C3011 X AS27139,-1.570354
2019 X 7 X C3011 X AS42018,-0.47355285
2019 X 7 X C3011 X AS46000,-0.113673896
2019 X 7 X C3012 X AS17005,-0.6529347
2019 X 7 X C3012 X AS27000,19.525318
2019 X 7 X C3012 X AS27132,0.5242691
2019 X 7 X C3012 X AS27133,9.696893
2019 X 7 X C3012 X AS27134,7.7911625
2019 X 7 X C3012 X AS27137,0.54136336
2019 X 7 X C3012 X AS27138,-1.6202503
2019 X 7 X C3012 X AS27139,-1.55468
2019 X 7 X C3012 X AS42018,-0.6955979
2019 X 7 X C3012 X AS46000,-0.29379442
2019 X 7 X C3013 X AS17005,-0.58095276
2019 X 7 X C3013 X AS27000,19.80496
2019 X 7 X C3013 X AS27132,0.591926
2019 X 7 X C3013 X AS27133,7.933087
2019 X 7 X C3013 X AS27134,6.1797724
2019 X 7 X C3013 X AS27137,0.5818492
2019 X 7 X C3013 X AS27138,-1.347081
2019 X 7 X C3013 X AS27139,-0.77220666
2019 X 7 X C3013 X AS42018,-0.53451973
2019 X 7 X C3013 X AS46000,-0.4281578
2019 X 7 X C3014 X AS17005,-1.2086871
2019 X 7 X C3014 X AS27000,19.084845
2019 X 7 X C3014 X AS27132,0.61828756
2019 X 7 X C3014 X AS27133,5.866305
2019 X 7 X C3014 X AS27134,3.7838237
2019 X 7 X C3014 X AS27137,0.40528607
2019 X 7 X C3014 X AS27138,-1.1642826
2019 X 7 X C3014 X AS27139,-1.5846568
2019 X 7 X C3014 X AS42018,-1.0668926
2019 X 7 X C3014 X AS46000,-0.5019888
2019 X 7 X C3015 X AS17005,-0.6867708
2019 X 7 X C3015 X AS27000,19.098312
2019 X 7 X C3015 X AS27132,0.9142803
2019 X 7 X C3015 X AS27133,7.046536
2019 X 7 X C3015 X AS27134,3.185048
2019 X 7 X C3015 X AS27137,0.09779066
2019 X 7 X C3015 X AS27138,-1.1786691
2019 X 7 X C3015 X AS27139,-1.2822444
2019 X 7 X C3015 X AS42018,-0.79358816
2019 X 7 X C3015 X AS46000,-0.47542852
2019 X 7 X C3016 X AS17005,-0.8732779
2019 X 7 X C3016 X AS27000,18.34415
2019 X 7 X C3016 X AS27132,0.8384666
2019 X 7 X C3016 X AS27133,7.176016
2019 X 7 X C3016 X AS27134,5.212593
2019 X 7 X C3016 X AS27137,0.481964
2019 X 7 X C3016 X AS27138,-1.6163453
2019 X 7 X C3016 X AS27139,-1.8190415
2019 X 7 X C3016 X AS42018,-0.71683216
2019 X 7 X C3016 X AS46000,-0.08738878
2019 X 7 X C3017 X AS17005,-0.48141602
2019 X 7 X C3017 X AS27000,18.65549
2019 X 7 X C3017 X AS27132,1.5593342
2019 X 7 X C3017 X AS27133,13.556627
2019 X 7 X C3017 X AS27134,2.890618
2019 X 7 X C3017 X AS27137,-0.48744053
2019 X 7 X C3017 X AS27138,-1.5039661
2019 X 7 X C3017 X AS27139,-0.5852078
2019 X 7 X C3017 X AS42018,-0.057165653
2019 X 7 X C3017 X AS46000,0.09148049
2019 X 7 X C3018 X AS17005,-0.20430225
2019 X 7 X C3018 X AS27000,16.010372
2019 X 7 X C3018 X AS27132,0.9617964
2019 X 7 X C3018 X AS27133,5.285481
2019 X 7 X C3018 X AS27134,4.0205407
2019 X 7 X C3018 X AS27137,0.8816303
2019 X 7 X C3018 X AS27138,-1.0171757
2019 X 7 X C3018 X AS27139,-1.671266
2019 X 7 X C3018 X AS42018,-1.2618366
2019 X 7 X C3018 X AS46000,-0.5822612
2019 X 7 X C3019 X AS17005,-0.6718185
2019 X 7 X C3019 X AS27000,18.77401
2019 X 7 X C3019 X AS27132,1.1117164
2019 X 7 X C3019 X AS27133,9.466774
2019 X 7 X C3019 X AS27134,11.063546
2019 X 7 X C3019 X AS27137,1.1014665
2019 X 7 X C3019 X AS27138,-1.7310668
2019 X 7 X C3019 X AS27139,-2.1421819
2019 X 7 X C3019 X AS42018,-0.89073104
2019 X 7 X C3019 X AS46000,-0.02284035
2019 X 7 X C3020 X AS17005,-0.34315726
2019 X 7 X C3020 X AS27000,19.14776
2019 X 7 X C3020 X AS27132,1.3981843
2019 X 7 X C3020 X AS27133,10.866694
2019 X 7 X C3020 X AS27134,12.079161
2019 X 7 X C3020 X AS27137,1.1018519
2019 X 7 X C3020 X AS27138,-1.6861844
2019 X 7 X C3020 X AS27139,-2.1862059
2019 X 7 X C3020 X AS42018,-0.8695893
2019 X 7 X C3020 X AS46000,0.06965321
2019 X 7 X C3021 X AS17005,-0.29222935
2019 X 7 X C3021 X AS27000,18.974295
2019 X 7 X C3021 X AS27132,1.0622135
2019 X 7 X C3021 X AS27133,6.268459
2019 X 7 X C3021 X AS27134,1.8196192
2019 X 7 X C3021 X AS27137,-0.9037802
2019 X 7 X C3021 X AS27138,-1.0100955
2019 X 7 X C3021 X AS27139,-0.53509665
2019 X 7 X C3021 X AS42018,-0.20209265
2019 X 7 X C3021 X AS46000,-0.20474803
